"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
8.655029326E1,-1.926122010E-1,3.915610313E0,2.442692757E0
8.655508566E1,-1.264377832E-1,3.173697472E0,2.716796398E0
8.655987805E1,3.937557340E-3,2.466095924E0,3.071686983E0
8.656467050E1,1.029778421E-1,1.845346451E0,3.309239388E0
8.656946290E1,1.108136624E-1,1.383071899E0,3.485286236E0
8.657425529E1,2.329533696E-1,1.026530266E0,3.626767397E0
8.657904774E1,3.425512314E-1,8.903303146E-1,3.734144688E0
8.658384013E1,4.276932478E-1,8.714647293E-1,3.822218895E0
8.658863253E1,5.434790850E-1,8.981180191E-1,3.900846481E0
8.659342498E1,6.469849348E-1,8.842039108E-1,4.058409214E0
8.659821737E1,7.502869368E-1,8.895225525E-1,4.129916668E0
8.660300977E1,9.107627869E-1,8.638591766E-1,4.112926006E0
8.660780222E1,1.051721454E0,8.717498779E-1,3.980931520E0
8.661259461E1,1.201649189E0,9.131393433E-1,3.757800579E0
8.661738706E1,1.398705959E0,8.397836685E-1,3.419324875E0
8.662217946E1,1.506180048E0,6.685304642E-1,3.065863609E0
8.662697185E1,1.499462247E0,4.902896881E-1,2.793015003E0
8.663176430E1,1.518937469E0,2.429122925E-1,2.509924412E0
8.663655670E1,1.487336755E0,5.340576172E-3,2.180979729E0
8.664134909E1,1.447117329E0,-2.535419464E-1,1.856389046E0
8.664614154E1,1.529563904E0,-6.245069504E-1,1.615314722E0
8.665093394E1,1.600627780E0,-8.684282303E-1,1.541455507E0
8.665572633E1,1.679427147E0,-1.088231087E0,1.453024864E0
8.666051878E1,1.732466936E0,-1.264822960E0,1.479190469E0
8.666531118E1,1.711763620E0,-1.429346085E0,1.464431047E0
8.667010357E1,1.679345250E0,-1.534050941E0,1.315400124E0
8.667489602E1,1.582533836E0,-1.598137856E0,1.354917288E0
8.667968842E1,1.529020071E0,-1.750720024E0,1.305397511E0
8.668448081E1,1.442422867E0,-1.898499012E0,1.293387651E0
8.668927326E1,1.241599679E0,-2.043868065E0,1.459872246E0
8.669406566E1,1.032214999E0,-2.280025005E0,1.665900469E0
8.669885810E1,8.169434071E-1,-2.494522572E0,1.811034918E0
8.670365050E1,5.769618154E-1,-2.668257713E0,1.952699661E0
8.670844290E1,3.268733621E-1,-2.770195961E0,2.102895975E0
8.671323534E1,1.626846790E-1,-2.927077293E0,2.158797264E0
8.671802774E1,-1.374542713E-3,-3.071934223E0,2.124970675E0
8.672282013E1,-1.170760393E-1,-3.264533043E0,2.049089432E0
8.672761258E1,-2.609564066E-1,-3.392515659E0,1.942946196E0
8.673240498E1,-3.682559431E-1,-3.496585846E0,1.844749212E0
8.673719737E1,-4.771211445E-1,-3.617388248E0,1.728248358E0
8.674198982E1,-5.492230654E-1,-3.733382225E0,1.648504496E0
8.674678222E1,-6.394710541E-1,-3.823040009E0,1.586534858E0
8.675157461E1,-7.215823531E-1,-3.917437553E0,1.470838666E0
8.675636706E1,-7.980308533E-1,-3.949645996E0,1.361328006E0
8.676115946E1,-8.998695612E-1,-3.914937496E0,1.365756273E0
8.676595185E1,-9.124443531E-1,-3.842056751E0,1.374237657E0
8.677074430E1,-9.577056766E-1,-3.738191128E0,1.363148212E0
8.677553670E1,-9.783215523E-1,-3.524489880E0,1.256326199E0
8.678032909E1,-1.007740736E0,-3.251267433E0,1.163905740E0
8.678512154E1,-9.431453943E-1,-3.073945045E0,1.030782938E0
8.678991394E1,-8.800012469E-1,-3.006745815E0,8.472850323E-1
8.679470633E1,-8.925318718E-1,-2.930067062E0,5.940858722E-1
8.679949878E1,-8.803787827E-1,-2.896490574E0,4.768282771E-1
8.680429118E1,-8.554618359E-1,-2.874902248E0,3.375039101E-1
8.680908362E1,-8.512730598E-1,-2.831822872E0,2.525878549E-1
8.681387602E1,-8.129171133E-1,-2.731421947E0,1.863059402E-1
8.681866842E1,-7.236872911E-1,-2.619163990E0,1.483046412E-1
8.682346086E1,-6.386613846E-1,-2.583477020E0,1.386780739E-1
8.682825326E1,-6.056253910E-1,-2.559730530E0,1.287572384E-1
8.683304566E1,-5.696808696E-1,-2.531188488E0,9.697753191E-2
8.683783810E1,-5.164887309E-1,-2.550425529E0,3.864747286E-2
8.684263050E1,-4.675700963E-1,-2.521778584E0,6.463527679E-3
8.684742290E1,-3.655478656E-1,-2.476366520E0,-2.342492342E-2
8.685221534E1,-2.701423764E-1,-2.395082951E0,-9.639734030E-2
8.685700774E1,-1.118024290E-1,-2.387893677E0,-1.598818302E-1
8.686180013E1,-5.542716384E-2,-2.330433369E0,-1.828913093E-1
8.686659258E1,8.868366480E-3,-2.253824711E0,-1.724927723E-1
8.687138498E1,6.188681722E-2,-2.234564781E0,-1.836513281E-1
8.687617737E1,1.012847126E-1,-2.227166176E0,-2.019197941E-1
8.688096982E1,1.629027426E-1,-2.245948315E0,-2.582776845E-1
8.688576222E1,2.515821755E-1,-2.243071079E0,-3.072496057E-1
8.689055467E1,2.907394469E-1,-2.213779449E0,-3.057034612E-1
8.689534706E1,3.113702834E-1,-2.138983727E0,-3.251604736E-1
8.690013946E1,3.922629356E-1,-2.040250301E0,-2.937630117E-1
8.690493191E1,4.783875644E-1,-1.953454018E0,-2.784417868E-1
8.690972430E1,5.411540866E-1,-1.845119476E0,-2.410085797E-1
8.691451670E1,6.523711085E-1,-1.746343136E0,-2.845078409E-1
8.691930914E1,8.001821041E-1,-1.649948120E0,-4.572528899E-1
8.692410154E1,9.009966850E-1,-1.534419060E0,-5.849919319E-1
8.692889394E1,9.858981967E-1,-1.416509628E0,-6.990686655E-1
8.693368638E1,1.095384955E0,-1.265161514E0,-7.662827969E-1
8.693847878E1,1.183902264E0,-1.085192680E0,-8.058981895E-1
8.694327118E1,1.280037880E0,-8.814220428E-1,-8.229127526E-1
8.694806362E1,1.366729259E0,-5.917577744E-1,-8.771730661E-1
8.695285602E1,1.429374814E0,-2.043743134E-1,-9.878500700E-1
8.695764842E1,1.477348089E0,1.921710968E-1,-1.150300622E0
8.696244086E1,1.546157837E0,6.169643402E-1,-1.307069778E0
8.696723326E1,1.630672932E0,1.072338104E0,-1.455793977E0
8.697202571E1,1.692595124E0,1.622782707E0,-1.718303561E0
8.697681810E1,1.686145782E0,2.265760422E0,-2.187362909E0
8.698161050E1,1.656352997E0,3.022612572E0,-2.675823927E0
8.698640295E1,1.588603735E0,3.730649948E0,-3.116141796E0
8.699119534E1,1.506826878E0,4.322997093E0,-3.184729576E0
8.699598774E1,1.523515701E0,4.754372597E0,-3.260866880E0
8.700078019E1,1.471493363E0,5.065588951E0,-3.262077332E0
8.700557258E1,1.399003148E0,5.290245056E0,-3.252167463E0
8.701036498E1,1.310901284E0,5.406907082E0,-3.130406380E0
8.701515743E1,1.202458978E0,5.406128883E0,-2.983085394E0
8.701994982E1,1.085926056E0,5.192487717E0,-2.904011965E0
8.702474222E1,1.038129091E0,4.833208084E0,-2.994400501E0
8.702953467E1,9.949431419E-1,4.323768616E0,-3.154803514E0
8.703432706E1,9.496535063E-1,3.853217125E0,-3.261767864E0
8.703911951E1,9.192318916E-1,3.438272476E0,-3.248703957E0
8.704391190E1,9.254003763E-1,3.038249969E0,-3.179854631E0
8.704870430E1,9.324914217E-1,2.703331947E0,-3.195725918E0
8.705349675E1,1.041180968E0,2.464529991E0,-3.224124432E0
8.705828914E1,1.273196101E0,2.367169380E0,-3.291198254E0
8.706308154E1,1.401096940E0,2.537710190E0,-3.389635324E0
8.706787399E1,1.551299214E0,2.849123001E0,-3.557870626E0
8.707266638E1,1.723532438E0,3.205623627E0,-3.671974421E0
8.707745878E1,1.845482469E0,3.592760086E0,-3.694121838E0
8.708225123E1,1.871131420E0,4.062987328E0,-3.533511162E0
8.708704362E1,1.873786211E0,4.539606094E0,-3.204092264E0
8.709183602E1,1.900776744E0,4.819403648E0,-2.805879354E0
8.709662847E1,1.978331923E0,4.885886192E0,-2.434014082E0
8.710142086E1,2.006167889E0,4.717830658E0,-2.063876152E0
8.710621326E1,1.955921412E0,4.351417542E0,-1.788156867E0
8.711100571E1,1.804075241E0,3.894497871E0,-1.661666870E0
8.711579810E1,1.593875408E0,3.559924126E0,-1.438247442E0
8.712059055E1,1.368330479E0,3.383415222E0,-9.774329662E-1
8.712538295E1,1.170108557E0,3.355201721E0,-3.779176772E-1
8.713017534E1,9.439921379E-1,3.386675835E0,3.812550008E-1
8.713496779E1,7.183780670E-1,3.453848839E0,1.256414056E0
8.713976019E1,5.313743949E-1,3.355936050E0,2.117748260E0
8.714455258E1,3.206377029E-1,3.126589775E0,2.773452282E0
8.714934503E1,1.293538809E-1,2.646492958E0,3.151185513E0
8.715413743E1,-6.645321846E-2,2.047386169E0,3.360504150E0
8.715892982E1,-1.926676035E-1,1.298346519E0,3.430025339E0
8.716372227E1,-3.783853054E-1,5.405693054E-1,3.493871689E0
8.716851467E1,-5.904209614E-1,-8.017635345E-2,3.573910475E0
8.717330706E1,-8.914030790E-1,-5.115184784E-1,3.594139338E0
8.717809951E1,-1.155161619E0,-7.513141632E-1,3.605375528E0
8.718289190E1,-1.379677296E0,-8.141202927E-1,3.474280357E0
8.718768430E1,-1.653814554E0,-7.216472626E-1,3.337387085E0
8.719247675E1,-1.917763233E0,-5.122642517E-1,3.132536888E0
8.719726914E1,-2.111680031E0,-1.836605072E-1,2.931292534E0
8.720206159E1,-2.302147388E0,2.880029678E-1,2.742929220E0
8.720685399E1,-2.474131346E0,8.500766754E-1,2.524133205E0
8.721164638E1,-2.583631754E0,1.414131165E0,2.281740904E0
8.721643883E1,-2.650940657E0,1.958741188E0,2.067806244E0
8.722123123E1,-2.641102076E0,2.407539368E0,1.889074683E0
8.722602362E1,-2.696332932E0,2.786951065E0,1.871710658E0
8.723081607E1,-2.736312389E0,3.032517433E0,1.835714579E0
8.723560847E1,-2.721549511E0,3.082247734E0,1.838286996E0
8.724040086E1,-2.751400471E0,3.003224373E0,1.785687685E0
8.724519331E1,-2.722146034E0,2.721432686E0,1.749311805E0
8.724998571E1,-2.798661947E0,2.454483986E0,1.680984974E0
8.725477810E1,-2.816130877E0,1.975207329E0,1.590058327E0
8.725957055E1,-2.839736700E0,1.474964142E0,1.560146570E0
8.726436295E1,-2.856348991E0,1.094687462E0,1.650903702E0
8.726915534E1,-2.724607944E0,9.081850052E-1,1.807019472E0
8.727394779E1,-2.369269609E0,7.765836716E-1,2.174557447E0
8.727874019E1,-1.878898740E0,4.656734467E-1,2.660694122E0
8.728353263E1,-1.571532488E0,1.693220139E-1,3.280284405E0
8.728832503E1,-1.442312956E0,-1.387157440E-1,3.818737984E0
8.729311743E1,-1.369139075E0,-5.229358673E-1,4.163984776E0
8.729790987E1,-1.320875168E0,-8.996248245E-1,4.189358711E0
8.730270227E1,-1.352488518E0,-1.192368507E0,3.849393845E0
8.730749467E1,-1.339464426E0,-1.377391815E0,3.328293085E0
8.731228711E1,-1.322415471E0,-1.521759987E0,2.857879639E0
8.731707951E1,-1.255957484E0,-1.592058182E0,2.469151974E0
8.732187191E1,-1.152061462E0,-1.650498390E0,2.233734846E0
8.732666435E1,-1.008483648E0,-1.752035141E0,1.960397482E0
8.733145675E1,-8.396610022E-1,-1.858364582E0,1.677875042E0
8.733624915E1,-7.342818975E-1,-1.964676857E0,1.403088570E0
8.734104159E1,-6.159538031E-1,-2.123527527E0,1.069220424E0
8.734583399E1,-5.090022683E-1,-2.272708893E0,7.744394541E-1
8.735062644E1,-4.279442728E-1,-2.433729172E0,5.283240080E-1
8.735541883E1,-3.371159434E-1,-2.594594002E0,2.904882431E-1
8.736021123E1,-2.153249383E-1,-2.748125553E0,9.211003780E-2
8.736500368E1,-1.559686065E-1,-2.856069565E0,-2.831876278E-2
8.736979607E1,-2.048134804E-2,-3.021225929E0,-1.638822556E-1
8.737458847E1,7.131588459E-2,-3.167037487E0,-2.928106785E-1
8.737938092E1,1.960186362E-1,-3.326965809E0,-3.288980126E-1
8.738417331E1,3.367751837E-1,-3.522487640E0,-3.748164773E-1
8.738896571E1,4.194799662E-1,-3.657946110E0,-4.063668847E-1
8.739375816E1,5.755867958E-1,-3.821831226E0,-4.042525291E-1
8.739855055E1,6.878390908E-1,-3.937634468E0,-4.591957927E-1
8.740334295E1,8.279995918E-1,-4.029297352E0,-4.369283319E-1
8.740813540E1,9.649659395E-1,-4.115951061E0,-4.231812954E-1
8.741292779E1,1.086805940E0,-4.145020008E0,-3.650766015E-1
8.741772024E1,1.224581480E0,-4.126142502E0,-3.127080202E-1
8.742251263E1,1.368735909E0,-4.088064671E0,-2.970690727E-1
8.742730503E1,1.504781008E0,-4.035613060E0,-3.802746832E-1
8.743209743E1,1.594313860E0,-3.961666584E0,-4.260838926E-1
8.743688987E1,1.692091107E0,-3.921251774E0,-5.660773516E-1
8.744168227E1,1.766767025E0,-3.835501671E0,-6.617318392E-1
8.744647472E1,1.822890759E0,-3.742737770E0,-7.083672285E-1
8.745126711E1,1.888933897E0,-3.638218403E0,-7.443848848E-1
8.745605951E1,1.924341679E0,-3.567361355E0,-7.435258031E-1
8.746085196E1,1.917064905E0,-3.465612888E0,-6.675385237E-1
8.746564435E1,1.886117458E0,-3.330629826E0,-5.857191086E-1
8.747043675E1,1.834011555E0,-3.219804287E0,-5.220589042E-1
8.747522920E1,1.770652294E0,-3.133100986E0,-4.674561918E-1
8.748002159E1,1.612916946E0,-3.096753120E0,-4.964083433E-1
8.748481399E1,1.318282127E0,-3.089175224E0,-5.973058939E-1
8.748960644E1,9.852184653E-1,-3.093587875E0,-6.962974072E-1
8.749439883E1,7.046866417E-1,-3.126699924E0,-8.031172752E-1
8.749919128E1,4.337050319E-1,-3.183682442E0,-8.602650166E-1
8.750398368E1,2.035159469E-1,-3.164110184E0,-8.746939898E-1
8.750877607E1,-1.683586836E-2,-3.113459110E0,-9.224697351E-1
8.751356852E1,-1.817089319E-1,-3.034139633E0,-9.889149666E-1
8.751836092E1,-3.696793318E-1,-2.904652596E0,-1.066559792E0
8.752315331E1,-4.466075301E-1,-2.794352055E0,-1.176753759E0
8.752794576E1,-5.748640299E-1,-2.612387180E0,-1.276342154E0
8.753273816E1,-6.729139090E-1,-2.409027100E0,-1.429868817E0
8.753753055E1,-6.833112240E-1,-2.208201408E0,-1.582381129E0
8.754232300E1,-6.992632747E-1,-1.988394260E0,-1.678923965E0
8.754711540E1,-6.920289993E-1,-1.766357899E0,-1.698000789E0
8.755190779E1,-6.114207506E-1,-1.522980690E0,-1.704410434E0
8.755670024E1,-5.675176978E-1,-1.313261032E0,-1.674246907E0
8.756149263E1,-4.623800516E-1,-1.086972237E0,-1.633719563E0
8.756628508E1,-3.536980748E-1,-8.489265442E-1,-1.623401880E0
8.757107748E1,-2.657169104E-1,-5.585279465E-1,-1.592832088E0
8.757586987E1,-1.629883647E-1,-2.445373535E-1,-1.556168795E0
8.758066232E1,-5.772382021E-2,9.061241150E-2,-1.417853475E0
8.758545472E1,1.095935106E-1,4.659919739E-1,-1.486666918E0
8.759024711E1,1.712559462E-1,9.460449219E-1,-1.720171213E0
8.759503956E1,2.082726955E-1,1.401556015E0,-1.619164467E0
8.759983196E1,2.371453941E-1,1.870774269E0,-1.427957416E0
8.760462435E1,2.745218277E-1,2.339335442E0,-1.177821994E0
8.760941680E1,3.636108637E-1,2.709261894E0,-1.148656845E0
8.761420920E1,3.083362877E-1,3.190979004E0,-1.024934649E0
8.761900159E1,2.568862736E-1,3.664848328E0,-8.639639020E-1
8.762379404E1,2.740111053E-1,4.095048904E0,-9.859389067E-1
8.762858644E1,1.946671605E-1,4.570063591E0,-1.122449160E0
8.763337888E1,1.048659980E-1,4.901037216E0,-1.294703126E0
8.763817128E1,1.402634382E-2,5.112047195E0,-1.624276400E0
8.764296368E1,-1.353073120E-1,5.176948547E0,-2.111036539E0
8.764775612E1,-2.955095172E-1,5.050503731E0,-2.668875217E0
8.765254852E1,-4.044649601E-1,4.818989754E0,-3.118402243E0
8.765734092E1,-5.125209093E-1,4.470588684E0,-3.421386719E0
8.766213336E1,-6.626924872E-1,4.201418877E0,-3.656825066E0
8.766692576E1,-6.324347854E-1,3.949259758E0,-3.894221067E0
8.767171816E1,-6.366708279E-1,3.706942558E0,-4.131343365E0
8.767651060E1,-6.349383593E-1,3.682368279E0,-4.231856823E0
8.768130300E1,-5.288751125E-1,3.710397720E0,-4.362800598E0
8.768609540E1,-3.638649583E-1,3.874632835E0,-4.463790417E0
8.769088784E1,-1.707805097E-1,4.143868446E0,-4.462284088E0
8.769568024E1,6.264948845E-2,4.431990623E0,-4.239967823E0
8.770047263E1,3.534379900E-1,4.679278374E0,-3.838770628E0
8.770526508E1,5.962779522E-1,4.861928940E0,-3.298466921E0
8.771005748E1,7.645808458E-1,4.889234543E0,-2.764576912E0
8.771484993E1,9.131147861E-1,4.653870583E0,-2.285269260E0
8.771964232E1,9.986129403E-1,4.192016602E0,-1.930976152E0
8.772443472E1,9.491218925E-1,3.678390503E0,-1.669707894E0
8.772922717E1,6.973358393E-1,3.215785027E0,-1.431019306E0
8.773401956E1,4.132852554E-1,2.926012993E0,-1.208499908E0
8.773881196E1,1.884988099E-1,2.916436195E0,-8.515428305E-1
8.774360440E1,2.121897042E-2,3.000322342E0,-4.176625609E-1
8.774839680E1,-1.503563523E-1,3.113044739E0,1.264215708E-1
8.775318920E1,-2.495067269E-1,3.034665108E0,6.412658095E-1
8.775798164E1,-3.118032217E-1,2.717556953E0,1.101954341E0
8.776277404E1,-3.992774487E-1,2.293357849E0,1.519284129E0
8.776756649E1,-5.020488501E-1,1.735831261E0,1.988162041E0
8.777235888E1,-5.578923225E-1,1.176517487E0,2.352818251E0
8.777715128E1,-6.123042703E-1,6.799163818E-1,2.594336033E0
8.778194373E1,-6.989478469E-1,2.387866974E-1,2.964332581E0
8.778673612E1,-7.891816497E-1,-5.371284485E-2,3.448926449E0
8.779152852E1,-7.488618493E-1,-2.861347198E-1,4.048858166E0
8.779632097E1,-7.687945366E-1,-4.561223984E-1,4.597330570E0
8.780111336E1,-7.791993618E-1,-4.562129974E-1,4.970258713E0
8.780590576E1,-8.276076913E-1,-4.133005142E-1,5.246624470E0
8.781069821E1,-8.683656454E-1,-2.533884048E-1,5.376029491E0
8.781549060E1,-9.326686859E-1,-2.446460724E-2,5.288928509E0
8.782028300E1,-8.769695163E-1,2.255821228E-1,5.203071594E0
8.782507545E1,-7.299227715E-1,4.656562805E-1,4.987042904E0
8.782986784E1,-5.178337097E-1,7.173051834E-1,4.760714531E0
8.783466029E1,-2.599781454E-1,9.159927368E-1,4.407035351E0
8.783945269E1,-1.889052428E-2,1.109572411E0,3.968985319E0
8.784424508E1,2.073789537E-1,1.235898972E0,3.525310278E0
8.784903753E1,4.016883671E-1,1.330883980E0,3.152213573E0
8.785382993E1,5.660704374E-1,1.416086197E0,2.789959669E0
8.785862232E1,7.720776200E-1,1.364877701E0,2.448259830E0
8.786341477E1,8.589297533E-1,1.299329758E0,2.151216030E0
8.786820717E1,8.859427571E-1,1.188409805E0,1.853604794E0
8.787299956E1,9.819118381E-1,1.056094170E0,1.617841363E0
8.787779201E1,1.103519320E0,9.693460464E-1,1.350905299E0
8.788258440E1,1.135632277E0,9.496250153E-1,1.249059558E0
8.788737685E1,1.245502353E0,8.940811157E-1,1.166312933E0
8.789216925E1,1.365837216E0,8.266277313E-1,1.052305341E0
8.789696164E1,1.467787981E0,7.687797546E-1,1.110218287E0
8.790175409E1,1.582386971E0,6.703281403E-1,1.179718256E0
8.790654649E1,1.714358568E0,5.098056793E-1,1.270312548E0
8.791133888E1,1.736799955E0,3.470163345E-1,1.436837435E0
8.791613133E1,1.800281286E0,1.126308441E-1,1.576276064E0
8.792092373E1,1.768408298E0,-2.076206207E-1,1.647882462E0
8.792571612E1,1.667531371E0,-6.375436783E-1,1.814151287E0
8.793050857E1,1.512076020E0,-1.009717941E0,1.981710672E0
8.793530097E1,1.239905596E0,-1.405488968E0,2.030866146E0
8.794009336E1,8.800722361E-1,-1.722091675E0,1.923186541E0
8.794488581E1,5.095201731E-1,-1.950052261E0,1.811764717E0
8.794967821E1,1.813528240E-1,-2.180270195E0,1.739709020E0
8.795447060E1,-1.329026520E-1,-2.395999908E0,1.671132088E0
8.795926305E1,-4.451444745E-1,-2.587697506E0,1.615528703E0
8.796405545E1,-6.667479873E-1,-2.774487495E0,1.570656300E0
8.796884784E1,-8.572961092E-1,-2.951572418E0,1.510323405E0
8.797364029E1,-9.734020233E-1,-3.140460014E0,1.379580021E0
8.797843269E1,-1.107989788E0,-3.252691746E0,1.228757024E0
8.798322513E1,-1.193810582E0,-3.331361294E0,1.081870079E0
8.798801753E1,-1.264203072E0,-3.395607948E0,9.199787378E-1
8.799280993E1,-1.330962181E0,-3.380912781E0,7.551206350E-1
8.799760237E1,-1.425241113E0,-3.301702499E0,5.491605401E-1
8.800239477E1,-1.549637556E0,-3.110252857E0,3.596609235E-1
8.800718717E1,-1.632605910E0,-2.871212482E0,2.848389149E-1
8.801197961E1,-1.595209479E0,-2.718459606E0,2.625488341E-1
8.801677201E1,-1.549562812E0,-2.635142803E0,1.876278520E-1
8.802156440E1,-1.536206841E0,-2.640284538E0,9.132367373E-2
8.802635685E1,-1.533613086E0,-2.676414013E0,1.912820339E-2
8.803114925E1,-1.539459109E0,-2.733928680E0,-1.436280608E-1
8.803594170E1,-1.558759451E0,-2.760236263E0,-3.801624179E-1
8.804073409E1,-1.550972462E0,-2.829461098E0,-4.418323040E-1
8.804552649E1,-1.527962089E0,-2.884183884E0,-4.745230079E-1
8.805031894E1,-1.437021971E0,-2.962656975E0,-4.377031922E-1
8.805511133E1,-1.359438896E0,-2.978809357E0,-4.484733939E-1
8.805990373E1,-1.266716242E0,-3.023545742E0,-4.304737449E-1
8.806469618E1,-1.134933472E0,-3.046634674E0,-3.597385287E-1
8.806948857E1,-9.831295013E-1,-3.095890999E0,-2.888686359E-1
8.807428097E1,-8.565899730E-1,-3.027884483E0,-2.250473797E-1
8.807907342E1,-7.314304709E-1,-2.981372356E0,-2.160649002E-1
8.808386581E1,-6.244543195E-1,-2.961100578E0,-1.924928725E-1
8.808865821E1,-5.262891054E-1,-2.943139553E0,-1.207618117E-1
8.809345066E1,-4.249975085E-1,-2.937043667E0,-1.228468716E-1
8.809824305E1,-3.158963025E-1,-2.945193291E0,-1.437672675E-1
8.810303550E1,-2.326325476E-1,-2.922174931E0,-2.553825378E-1
8.810782790E1,-1.587015092E-1,-2.913452625E0,-2.977139950E-1
8.811262029E1,-3.908887506E-2,-2.928569794E0,-3.594504297E-1
8.811741274E1,5.912819505E-2,-2.943605900E0,-3.882301450E-1
8.812220513E1,1.384382844E-1,-2.975285053E0,-3.913460970E-1
8.812699753E1,2.299452722E-1,-3.023578167E0,-3.687725663E-1
8.813178998E1,3.360334635E-1,-3.038270950E0,-3.276292086E-1
8.813658237E1,4.208405614E-1,-2.997887611E0,-2.582379282E-1
8.814137477E1,4.867795408E-1,-2.952677727E0,-2.967587113E-1
8.814616722E1,5.241367817E-1,-2.780769348E0,-2.851700783E-1
8.815095961E1,6.142197251E-1,-2.671116352E0,-3.453894258E-1
8.815575206E1,6.972631812E-1,-2.587785244E0,-4.055207968E-1
8.816054446E1,7.852720022E-1,-2.478160858E0,-4.272443950E-1
8.816533685E1,8.494935036E-1,-2.375737190E0,-5.491746664E-1
8.817012930E1,9.016722441E-1,-2.270963669E0,-6.300681829E-1
8.817492170E1,9.392848611E-1,-2.113668442E0,-6.867287755E-1
8.817971409E1,1.026813030E0,-1.975619793E0,-8.386672139E-1
8.818450654E1,1.099550724E0,-1.732536793E0,-9.663006663E-1
8.818929894E1,1.186049938E0,-1.427581787E0,-1.186906576E0
8.819409133E1,1.238215208E0,-1.051302910E0,-1.502650499E0
8.819888378E1,1.291774392E0,-6.348772049E-1,-1.841640830E0
8.820367618E1,1.389753819E0,-1.807527542E-1,-2.155922174E0
8.820846857E1,1.450829029E0,3.157958984E-1,-2.455092430E0
8.821326102E1,1.463079214E0,8.403654099E-1,-2.590873241E0
8.821805342E1,1.500685215E0,1.392916679E0,-2.742624283E0
8.822284586E1,1.546917081E0,1.971019745E0,-2.809900522E0
8.822763826E1,1.618684053E0,2.526856422E0,-2.804578543E0
8.823243066E1,1.569964051E0,3.227712631E0,-2.721762896E0
8.823722310E1,1.501122236E0,3.918045044E0,-2.647630215E0
8.824201550E1,1.424061775E0,4.547672272E0,-2.639695883E0
8.824680795E1,1.341311812E0,5.028254509E0,-2.650193930E0
8.825160034E1,1.281723976E0,5.271561623E0,-2.683722973E0
8.825639274E1,1.231192112E0,5.275523186E0,-2.792751551E0
8.826118513E1,1.252339363E0,4.990296364E0,-2.991386890E0
8.826597758E1,1.300061941E0,4.502313614E0,-3.191094398E0
8.827076998E1,1.298072100E0,3.962409973E0,-3.344015598E0
8.827556243E1,1.337232113E0,3.540325165E0,-3.407202005E0
8.828035482E1,1.407966614E0,3.118817329E0,-3.459737062E0
8.828514722E1,1.541447163E0,2.745695114E0,-3.479975700E0
8.828993967E1,1.685007095E0,2.454356194E0,-3.479800463E0
8.829473206E1,1.826606393E0,2.388078690E0,-3.485529423E0
8.829952446E1,1.903518796E0,2.608654022E0,-3.477701426E0
8.830431691E1,1.963141918E0,2.955545425E0,-3.386526585E0
8.830910930E1,2.055372953E0,3.438116074E0,-3.252277613E0
8.831390170E1,2.110495329E0,4.087225914E0,-3.072472572E0
8.831869415E1,2.089926720E0,4.778356552E0,-2.811284304E0
8.832348654E1,2.046213627E0,5.375232697E0,-2.571865320E0
8.832827899E1,1.940869570E0,5.782360077E0,-2.392834663E0
8.833307138E1,1.714159966E0,5.933062553E0,-2.302856684E0
8.833786378E1,1.418838263E0,5.815726280E0,-2.215444565E0
8.834265623E1,1.052534580E0,5.605150223E0,-2.096413851E0
8.834744862E1,6.678086519E-1,5.444857597E0,-1.765578866E0
8.835224102E1,2.693254948E-1,5.325253487E0,-1.162652254E0
8.835703347E1,-2.828466892E-2,5.275009155E0,-4.477893412E-1
8.836182586E1,-3.420985937E-1,5.220028877E0,3.930529356E-1
8.836661826E1,-5.881414413E-1,5.017014503E0,1.186911345E0
8.837141071E1,-8.021885157E-1,4.716381073E0,1.951556563E0
8.837620310E1,-9.292324781E-1,4.198770523E0,2.549393654E0
8.838099555E1,-1.050647616E0,3.576752663E0,2.993627071E0
8.838578795E1,-1.171231270E0,3.039213181E0,3.328698874E0
8.839058034E1,-1.207241416E0,2.447425842E0,3.657116890E0
8.839537279E1,-1.228091478E0,1.913761139E0,3.907145977E0
8.840016519E1,-1.260056973E0,1.423800468E0,4.083618164E0
8.840495758E1,-1.348777533E0,1.068265915E0,4.217624187E0
8.840975003E1,-1.413026810E0,8.469762802E-1,4.273468971E0
8.841454243E1,-1.531683207E0,8.314857483E-1,4.352005959E0
8.841933482E1,-1.724030256E0,9.833097458E-1,4.353257656E0
8.842412727E1,-1.916058540E0,1.225786209E0,4.311135292E0
8.842891967E1,-2.050240040E0,1.458468437E0,4.185166836E0
8.843371211E1,-2.212331772E0,1.700526237E0,3.980158806E0
8.843850451E1,-2.320417643E0,1.851613045E0,3.719828844E0
8.844329691E1,-2.411944151E0,1.830604553E0,3.422807932E0
8.844808935E1,-2.584292889E0,1.761971474E0,3.153160810E0
8.845288175E1,-2.757865906E0,1.640968323E0,2.857808828E0
8.845767414E1,-2.907942057E0,1.465255737E0,2.691808224E0
8.846246659E1,-2.990660906E0,1.366313934E0,2.609239817E0
8.846725899E1,-2.952466488E0,1.198227882E0,2.415973186E0
8.847205138E1,-2.864404202E0,9.992694855E-1,2.099848509E0
8.847684383E1,-2.836043596E0,8.578519821E-1,1.837729454E0
8.848163623E1,-2.745604515E0,7.690868378E-1,1.610554099E0
