"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.901308425E1,1.529499054E0,-2.514032841E0,-5.788028240E-1
5.901787664E1,1.581128716E0,-2.357126236E0,-5.898494124E-1
5.902266909E1,1.619945288E0,-2.178909302E0,-5.212918520E-1
5.902746149E1,1.648295403E0,-1.993752003E0,-5.212632418E-1
5.903225394E1,1.637513995E0,-1.811236382E0,-5.420306921E-1
5.903704633E1,1.640326500E0,-1.650492668E0,-6.365520954E-1
5.904183873E1,1.566103458E0,-1.482804298E0,-7.236098051E-1
5.904663118E1,1.391238332E0,-1.310555458E0,-7.362711430E-1
5.905142357E1,1.199562788E0,-1.085952759E0,-7.607028484E-1
5.905621602E1,1.029432774E0,-8.592357635E-1,-7.228015065E-1
5.906100842E1,8.833407760E-1,-6.232376099E-1,-6.801729202E-1
5.906580086E1,7.589401603E-1,-3.731889725E-1,-6.378036141E-1
5.907059326E1,5.749115348E-1,-1.591205597E-2,-6.458575130E-1
5.907538566E1,3.838032484E-1,4.436779022E-1,-7.137607932E-1
5.908017810E1,2.332296968E-1,9.887008667E-1,-8.773727417E-1
5.908497050E1,9.218555689E-2,1.559311867E0,-1.072063088E0
5.908976295E1,-1.066058874E-2,2.105287552E0,-1.247760296E0
5.909455534E1,-7.974195480E-2,2.547838211E0,-1.468903065E0
5.909934774E1,-2.130837440E-1,2.968352318E0,-1.725871325E0
5.910414019E1,-3.725836277E-1,3.354887962E0,-1.944383621E0
5.910893258E1,-3.883382082E-1,3.547391891E0,-2.136428833E0
5.911372503E1,-3.821691275E-1,3.577206612E0,-2.289959669E0
5.911851743E1,-3.204296827E-1,3.566444397E0,-2.412106991E0
5.912330987E1,-2.104623318E-1,3.527109146E0,-2.404558182E0
5.912810227E1,4.089772701E-2,3.387556076E0,-2.522870779E0
5.913289467E1,3.711280823E-1,3.241105080E0,-2.661442995E0
5.913768711E1,7.439906597E-1,3.063826561E0,-2.872893810E0
5.914247951E1,1.104427457E0,2.815131187E0,-3.061471939E0
5.914727196E1,1.366080523E0,2.583497047E0,-3.188767195E0
5.915206435E1,1.605267525E0,2.395176888E0,-3.209012270E0
5.915685675E1,1.852755904E0,2.333737373E0,-3.181593895E0
5.916164920E1,2.046198845E0,2.406194687E0,-3.079611301E0
5.916644159E1,2.180567741E0,2.648215294E0,-2.907450438E0
5.917123404E1,2.262801170E0,3.095423698E0,-2.576338053E0
5.917602644E1,2.204213619E0,3.704528809E0,-2.146111965E0
5.918081888E1,2.081516981E0,4.360638618E0,-1.695825458E0
5.918561128E1,1.837567091E0,4.886880875E0,-1.206470609E0
5.919040368E1,1.532683134E0,5.202214241E0,-8.698941469E-1
5.919519612E1,1.155406475E0,5.314077377E0,-7.396608591E-1
5.919998852E1,7.083901167E-1,5.217910767E0,-7.880870700E-1
5.920478097E1,2.634368539E-1,5.052545547E0,-7.576582432E-1
5.920957336E1,-1.748032570E-1,4.880176544E0,-5.148173571E-1
5.921436581E1,-5.298869610E-1,4.710401535E0,-8.804589510E-2
5.921915821E1,-8.594397306E-1,4.430886269E0,4.914646149E-1
5.922395060E1,-1.101299763E0,4.058498383E0,1.084832907E0
5.922874305E1,-1.332190514E0,3.581332207E0,1.581332684E0
5.923353545E1,-1.511605024E0,2.989868164E0,1.977710485E0
5.923832790E1,-1.694763422E0,2.537462234E0,2.177587032E0
5.924312029E1,-1.812522173E0,2.111566544E0,2.412762642E0
5.924791269E1,-1.919900060E0,1.831662178E0,2.542527437E0
5.925270513E1,-1.971383452E0,1.649833679E0,2.749294043E0
5.925749753E1,-2.059976101E0,1.479996681E0,2.899654150E0
5.926228998E1,-2.125694275E0,1.338931084E0,2.998956442E0
5.926708237E1,-2.204372883E0,1.181239128E0,3.057233334E0
5.927187477E1,-2.329541206E0,1.090596199E0,3.050794601E0
5.927666722E1,-2.419832468E0,1.043059349E0,2.968067884E0
5.928145961E1,-2.499078751E0,1.100747108E0,2.990952969E0
5.928625206E1,-2.629321814E0,1.246834755E0,2.988057613E0
5.929104446E1,-2.764851809E0,1.474064827E0,2.913944006E0
5.929583690E1,-2.908036709E0,1.772747993E0,2.804148674E0
5.930062930E1,-3.063412666E0,2.092587471E0,2.648745298E0
5.930542170E1,-3.127881765E0,2.306871414E0,2.490289450E0
5.931021414E1,-3.143936872E0,2.394217491E0,2.290023565E0
5.931500654E1,-3.151401520E0,2.330900192E0,2.128849506E0
5.931979899E1,-3.089837551E0,2.184040070E0,2.049556732E0
5.932459138E1,-3.008758783E0,1.984859467E0,1.963750124E0
5.932938378E1,-2.897989273E0,1.757364273E0,1.928948641E0
5.933417623E1,-2.850659132E0,1.539823532E0,1.785037994E0
5.933896862E1,-2.847663403E0,1.372861862E0,1.666283846E0
5.934376107E1,-2.846203804E0,1.220554352E0,1.582336664E0
5.934855347E1,-2.782063484E0,1.094803810E0,1.506872296E0
5.935334592E1,-2.689021587E0,9.453811646E-1,1.480577111E0
5.935813831E1,-2.567325115E0,8.272686005E-1,1.465184808E0
5.936293071E1,-2.395802021E0,6.974143982E-1,1.470409155E0
5.936772316E1,-2.179460049E0,5.701293945E-1,1.488776922E0
5.937251555E1,-1.877849936E0,4.286441803E-1,1.462573290E0
5.937730800E1,-1.612853885E0,2.753515244E-1,1.422653079E0
5.938210040E1,-1.384434938E0,1.174297333E-1,1.356943488E0
5.938689279E1,-1.173622370E0,-3.556919098E-2,1.303625226E0
5.939168524E1,-9.567466378E-1,-1.860551834E-1,1.152669311E0
5.939647763E1,-7.721288800E-1,-3.244428635E-1,9.665215611E-1
5.940127008E1,-6.391443014E-1,-4.650926590E-1,7.644072175E-1
5.940606248E1,-5.030169487E-1,-5.936431885E-1,5.322605968E-1
5.941085493E1,-3.855972886E-1,-7.722425461E-1,2.846610546E-1
5.941564732E1,-2.944516540E-1,-9.434833527E-1,2.894955873E-2
5.942043972E1,-1.678115726E-1,-1.152795792E0,-2.084022164E-1
5.942523217E1,-7.782328129E-2,-1.376258850E0,-4.488496184E-1
5.943002456E1,3.255158663E-2,-1.587590218E0,-7.113809586E-1
5.943481701E1,1.893944740E-1,-1.829815865E0,-9.168382883E-1
5.943960941E1,3.447325230E-1,-2.136337757E0,-1.055387259E0
5.944440180E1,4.696767330E-1,-2.416238785E0,-1.124113083E0
5.944919425E1,6.263660192E-1,-2.750776291E0,-1.127321482E0
5.945398664E1,7.215768099E-1,-3.001233101E0,-1.031061888E0
5.945877909E1,8.055806160E-1,-3.213100433E0,-9.305995703E-1
5.946357149E1,9.214435816E-1,-3.405535698E0,-8.782675266E-1
5.946836388E1,9.950241446E-1,-3.600069046E0,-7.686222196E-1
5.947315633E1,1.052615881E0,-3.765640736E0,-6.398612857E-1
5.947794873E1,1.115728140E0,-3.904686928E0,-4.920145869E-1
5.948274118E1,1.177305341E0,-4.014859676E0,-3.181400895E-1
5.948753357E1,1.220701218E0,-4.086655617E0,-2.118132710E-1
5.949232602E1,1.198173642E0,-4.115388870E0,-1.473376751E-1
5.949711842E1,1.121898293E0,-4.115473270E0,-6.781435013E-2
5.950191081E1,1.015957594E0,-4.067834854E0,5.032855272E-2
5.950670326E1,9.355158210E-1,-4.044223309E0,1.088877916E-1
5.951149566E1,8.282282948E-1,-4.011137009E0,1.722517610E-1
5.951628810E1,6.678394675E-1,-3.956652641E0,1.852479279E-1
5.952108050E1,5.668548942E-1,-3.880809784E0,2.383926511E-1
5.952587290E1,5.064363480E-1,-3.836202621E0,2.428092360E-1
5.953066534E1,4.080068469E-1,-3.782171249E0,2.314263582E-1
5.953545774E1,2.978134751E-1,-3.704422474E0,2.493091822E-1
5.954025019E1,2.117807865E-1,-3.595821857E0,2.125278711E-1
5.954504258E1,1.165770292E-1,-3.480302811E0,1.902524829E-1
5.954983498E1,1.459693909E-2,-3.379366875E0,2.279977798E-1
5.955462743E1,-4.882127047E-2,-3.252345085E0,2.902293503E-1
5.955941982E1,-1.071842313E-1,-3.113577366E0,3.820554018E-1
5.956421227E1,-1.484960914E-1,-3.034740448E0,4.392724037E-1
5.956900467E1,-1.942575574E-1,-2.975121975E0,3.831248879E-1
5.957379711E1,-2.349448204E-1,-2.963388920E0,2.445349991E-1
5.957858951E1,-2.945517302E-1,-2.920624256E0,5.939427018E-2
5.958338190E1,-3.804827332E-1,-2.873164177E0,-1.482434869E-1
5.958817435E1,-4.975672364E-1,-2.804286480E0,-3.592250347E-1
5.959296675E1,-5.715950131E-1,-2.752232075E0,-5.662513971E-1
5.959775920E1,-6.409301758E-1,-2.700242996E0,-7.882813215E-1
5.960255159E1,-7.318871617E-1,-2.645914078E0,-9.485299587E-1
5.960734399E1,-8.035757542E-1,-2.596371651E0,-1.125447989E0
5.961213644E1,-8.272644877E-1,-2.542021751E0,-1.249180079E0
5.961692883E1,-8.483108878E-1,-2.413554192E0,-1.431958556E0
5.962172128E1,-8.833307624E-1,-2.256459236E0,-1.563665628E0
5.962651368E1,-8.581566215E-1,-2.113782883E0,-1.687170744E0
5.963130612E1,-8.350211382E-1,-1.940099239E0,-1.768728733E0
5.963609852E1,-7.948551178E-1,-1.780862808E0,-1.841690302E0
5.964089092E1,-7.520973086E-1,-1.640843391E0,-1.855585814E0
5.964568336E1,-7.282827497E-1,-1.488947868E0,-1.841207385E0
5.965047576E1,-7.068533897E-1,-1.322824478E0,-1.838975310E0
5.965526816E1,-6.401234269E-1,-1.209420204E0,-1.858264327E0
5.966006060E1,-5.829830766E-1,-1.093703270E0,-1.973269224E0
5.966485300E1,-5.472934842E-1,-9.685115814E-1,-2.107781887E0
5.966964545E1,-5.378141999E-1,-8.219223022E-1,-2.243027687E0
5.967443784E1,-5.450717211E-1,-5.966253281E-1,-2.324409723E0
5.967923029E1,-5.451760292E-1,-3.453016281E-1,-2.340183735E0
5.968402269E1,-5.262138844E-1,-2.497482300E-2,-2.266708612E0
5.968881508E1,-4.619669318E-1,3.212451935E-1,-2.125761032E0
5.969360753E1,-3.763228655E-1,7.220096588E-1,-1.955766320E0
5.969839993E1,-3.028364778E-1,1.110325813E0,-1.704299212E0
5.970319237E1,-2.319442034E-1,1.476643562E0,-1.376454830E0
5.970798477E1,-1.397909522E-1,1.875950813E0,-1.034615993E0
5.971277722E1,-8.387017250E-2,2.284295082E0,-7.841043472E-1
5.971756961E1,-1.648789644E-2,2.701650620E0,-6.297869682E-1
5.972236201E1,4.068094492E-2,3.154277802E0,-5.216589570E-1
5.972715446E1,4.200702906E-2,3.656445503E0,-4.647537768E-1
5.973194685E1,-5.882382393E-4,4.107712746E0,-5.691818595E-1
5.973673930E1,-9.177398682E-2,4.407774925E0,-5.957937837E-1
5.974153170E1,-1.930676699E-1,4.532938004E0,-8.913341165E-1
5.974632409E1,-3.953436017E-1,4.473858833E0,-1.262027860E0
5.975111654E1,-6.436379552E-1,4.297674179E0,-1.631386995E0
5.975590894E1,-8.687680364E-1,4.042763710E0,-2.030491829E0
5.976070138E1,-1.111254215E0,3.761818886E0,-2.418522358E0
5.976549378E1,-1.284926414E0,3.435770988E0,-2.812229156E0
5.977028618E1,-1.502188087E0,3.241530418E0,-3.178140640E0
5.977507862E1,-1.652849674E0,3.011667252E0,-3.587849617E0
5.977987102E1,-1.791635156E0,2.796442032E0,-3.890320301E0
5.978466347E1,-1.963723898E0,2.741644859E0,-4.085154533E0
5.978945586E1,-1.993973136E0,2.737186432E0,-4.245906353E0
5.979424826E1,-2.104576349E0,3.017222404E0,-4.388764858E0
5.979904071E1,-2.144867182E0,3.378260612E0,-4.474537849E0
5.980383310E1,-2.016577721E0,3.722230911E0,-4.344322205E0
5.980862555E1,-1.805584431E0,4.056346893E0,-4.047184944E0
5.981341795E1,-1.526023388E0,4.294595718E0,-3.675373793E0
5.981821040E1,-1.228373289E0,4.420363426E0,-3.208909512E0
5.982300279E1,-9.777876139E-1,4.290378571E0,-2.848484993E0
5.982779519E1,-6.981898546E-1,3.959922791E0,-2.630766392E0
5.983258763E1,-4.374933243E-1,3.503347397E0,-2.413363934E0
5.983738003E1,-3.372448087E-1,3.071352005E0,-2.176012278E0
5.984217248E1,-3.284348249E-1,2.749920845E0,-1.965182781E0
5.984696487E1,-3.062565327E-1,2.514986992E0,-1.772493005E0
5.985175732E1,-2.807424664E-1,2.418977737E0,-1.622984529E0
5.985654972E1,-2.685014606E-1,2.452157974E0,-1.232638597E0
5.986134211E1,-2.239974141E-1,2.717140198E0,-6.253901720E-1
5.986613456E1,-1.635526419E-1,3.020096779E0,-2.103030682E-2
5.987092696E1,-7.729595900E-2,3.148301125E0,6.377334595E-1
5.987571941E1,4.723525047E-2,2.975321770E0,1.328845382E0
5.988051180E1,9.078040719E-2,2.609053612E0,1.728831410E0
5.988530420E1,1.637977362E-1,2.021039963E0,2.174366474E0
5.989009665E1,3.192729950E-1,1.405113220E0,2.602643490E0
5.989488904E1,4.570122361E-1,9.022645950E-1,2.996226311E0
5.989968149E1,6.440300941E-1,4.908199310E-1,3.452996016E0
5.990447388E1,7.559128404E-1,2.375621796E-1,3.832027674E0
5.990926628E1,8.188072443E-1,8.495521545E-2,4.224941254E0
5.991405873E1,8.037897348E-1,1.137638092E-2,4.441250801E0
5.991885112E1,8.398230076E-1,6.214904785E-2,4.555770874E0
5.992364357E1,8.765922785E-1,1.224174500E-1,4.619170189E0
5.992843597E1,8.568041921E-1,3.260278702E-1,4.617603302E0
5.993322836E1,8.260114193E-1,5.891780853E-1,4.599308968E0
5.993802081E1,8.130027652E-1,8.640117645E-1,4.578756809E0
5.994281321E1,7.530785203E-1,1.164838791E0,4.474564552E0
5.994760566E1,7.156439424E-1,1.386459351E0,4.303299904E0
5.995239805E1,6.790221930E-1,1.552851677E0,4.071897507E0
5.995719045E1,6.310344934E-1,1.637753487E0,3.767965794E0
5.996198290E1,6.075534225E-1,1.629289627E0,3.391006947E0
5.996677529E1,6.013855934E-1,1.525150299E0,2.995521307E0
5.997156774E1,6.053370237E-1,1.401921272E0,2.600445509E0
5.997636013E1,5.545570850E-1,1.211815834E0,2.224884748E0
5.998115258E1,5.757016540E-1,9.931497574E-1,1.823328733E0
5.998594498E1,6.067225933E-1,7.149095535E-1,1.467609644E0
5.999073737E1,6.668717861E-1,4.823503494E-1,1.112461567E0
5.999552982E1,7.154853940E-1,3.193464279E-1,8.372434378E-1
6.000032222E1,7.526206374E-1,2.234678268E-1,6.210920811E-1
6.000511467E1,8.188143373E-1,2.066221237E-1,5.341328979E-1
6.000990706E1,8.228750229E-1,1.659641266E-1,5.912872553E-1
6.001469946E1,7.693389058E-1,1.301984787E-1,6.732884645E-1
6.001949190E1,8.541854620E-1,2.760410309E-2,5.768023133E-1
6.002428430E1,8.882742524E-1,-3.898811340E-2,5.505517721E-1
6.002907675E1,8.810031414E-1,-2.536621094E-1,7.186226845E-1
6.003386915E1,9.064477682E-1,-5.254411697E-1,6.813343167E-1
6.003866159E1,9.455040693E-1,-8.710060120E-1,4.862160981E-1
6.004345399E1,9.023342133E-1,-1.151693344E0,3.121119738E-1
6.004824638E1,8.341585398E-1,-1.417796135E0,2.472571880E-1
6.005303883E1,7.553102374E-1,-1.616764069E0,2.603095770E-1
6.005783123E1,6.947096586E-1,-1.839476585E0,2.054050416E-1
6.006262368E1,6.261412501E-1,-1.987894058E0,9.024739265E-2
6.006741607E1,4.997158647E-1,-2.090750217E0,-8.197605610E-3
6.007220847E1,3.969889283E-1,-2.214984417E0,-1.778645515E-1
6.007700092E1,2.964742482E-1,-2.291252136E0,-3.776809275E-1
6.008179331E1,1.910429597E-1,-2.369786263E0,-6.502679586E-1
6.008658576E1,1.548688412E-1,-2.436237812E0,-8.519145250E-1
6.009137816E1,1.113502979E-1,-2.507348537E0,-8.845371008E-1
6.009617055E1,1.272940040E-1,-2.475576878E0,-8.437154293E-1
6.010096300E1,2.047935128E-1,-2.345851898E0,-7.535005808E-1
6.010575540E1,3.510440886E-1,-2.192383766E0,-5.807552338E-1
6.011054784E1,4.488396943E-1,-2.194454670E0,-4.144556820E-1
6.011534024E1,4.693459570E-1,-2.206114769E0,-1.903536320E-1
6.012013263E1,5.201807022E-1,-2.301445007E0,7.692250609E-2
6.012492508E1,5.751104355E-1,-2.439707279E0,3.680998385E-1
6.012971748E1,6.031881571E-1,-2.561095715E0,6.066470146E-1
6.013450993E1,5.711156726E-1,-2.665616989E0,8.525490761E-1
6.013930232E1,5.317623615E-1,-2.813014030E0,1.105984449E0
6.014409477E1,4.494664967E-1,-3.010398388E0,1.259189963E0
6.014888717E1,3.313414752E-1,-3.195581436E0,1.359962940E0
6.015367956E1,2.252281308E-1,-3.270602703E0,1.372322798E0
6.015847201E1,1.430933475E-1,-3.309692860E0,1.350936055E0
6.016326441E1,1.183440089E-1,-3.255552769E0,1.274059057E0
6.016805685E1,3.855293989E-2,-3.208677292E0,1.172610044E0
6.017284925E1,-5.321228504E-2,-3.097367764E0,1.025010228E0
6.017764164E1,-1.665461063E-1,-2.897808075E0,8.601021767E-1
6.018243409E1,-2.081515193E-1,-2.688959599E0,7.450389862E-1
6.018722649E1,-2.568472028E-1,-2.504272461E0,6.609718800E-1
6.019201894E1,-3.197413683E-1,-2.291134834E0,5.721113086E-1
6.019681133E1,-3.345676064E-1,-2.106931210E0,3.899855912E-1
6.020160373E1,-3.323933482E-1,-1.956406593E0,2.029263377E-1
6.020639618E1,-3.585255146E-1,-1.861019135E0,3.726626933E-2
6.021118857E1,-3.484227061E-1,-1.789633274E0,-1.214133501E-1
6.021598102E1,-3.259821534E-1,-1.732655525E0,-3.590999246E-1
6.022077342E1,-2.816348076E-1,-1.680502892E0,-5.225654840E-1
6.022556586E1,-2.608330846E-1,-1.640328407E0,-4.992077351E-1
6.023035826E1,-1.700935364E-1,-1.585811615E0,-6.236774921E-1
6.023515066E1,-7.404726744E-2,-1.579099655E0,-7.593185306E-1
6.023994310E1,-1.339888573E-2,-1.536489487E0,-8.438556194E-1
6.024473550E1,8.113890886E-2,-1.512993813E0,-9.393855333E-1
6.024952795E1,2.095926702E-1,-1.573112488E0,-8.905580640E-1
6.025432034E1,3.888788521E-1,-1.659367561E0,-7.335429788E-1
6.025911274E1,4.898634255E-1,-1.657028198E0,-7.532326579E-1
6.026390519E1,5.579040647E-1,-1.618793488E0,-7.607686520E-1
6.026869758E1,6.190733910E-1,-1.542335510E0,-9.616705179E-1
6.027349003E1,6.563682556E-1,-1.518534660E0,-1.085631132E0
6.027828243E1,6.863974929E-1,-1.485203743E0,-1.120893002E0
6.028307482E1,7.139558196E-1,-1.471030235E0,-1.022178173E0
6.028786727E1,7.128187418E-1,-1.447313309E0,-9.929444790E-1
6.029265967E1,7.020604014E-1,-1.418852806E0,-9.423906803E-1
6.029745211E1,6.315338016E-1,-1.407155991E0,-8.919085264E-1
6.030224451E1,5.634732842E-1,-1.388309479E0,-8.942345977E-1
6.030703691E1,4.453319311E-1,-1.395772934E0,-7.939171791E-1
6.031182935E1,3.778113723E-1,-1.424716949E0,-6.962360144E-1
6.031662175E1,2.941506803E-1,-1.412961960E0,-5.486595035E-1
6.032141420E1,2.041196227E-1,-1.341429710E0,-4.087394476E-1
6.032620659E1,9.115040302E-2,-1.222136497E0,-3.770347536E-1
6.033099904E1,1.741427183E-2,-1.050365448E0,-3.795082867E-1
6.033579144E1,-4.333001375E-2,-8.668060303E-1,-4.163685739E-1
6.034058383E1,-1.052600145E-1,-6.164951324E-1,-4.733043015E-1
6.034537628E1,-1.635642648E-1,-3.305702209E-1,-5.596808791E-1
6.035016868E1,-2.230311632E-1,3.633594513E-2,-7.040967345E-1
6.035496112E1,-2.190507054E-1,3.407440186E-1,-8.873792887E-1
6.035975352E1,-1.995085478E-1,6.496562958E-1,-1.068708062E0
6.036454592E1,-1.670158505E-1,9.845714569E-1,-1.200102925E0
6.036933836E1,-1.288682818E-1,1.242685318E0,-1.327095985E0
6.037413076E1,-5.642026663E-2,1.412153244E0,-1.420935988E0
6.037892321E1,-2.379786968E-2,1.543277740E0,-1.546106458E0
6.038371560E1,4.077053070E-2,1.602662086E0,-1.671352506E0
6.038850800E1,1.060951352E-1,1.669253349E0,-1.873243809E0
6.039330045E1,1.768103838E-1,1.762155533E0,-2.108656168E0
6.039809284E1,2.910847664E-1,1.831146240E0,-2.401535988E0
6.040288529E1,4.752349257E-1,1.940793037E0,-2.708726168E0
6.040767769E1,6.814240217E-1,2.024146080E0,-3.020404339E0
6.041247013E1,8.713736534E-1,2.059738159E0,-3.343461752E0
6.041726253E1,1.083210707E0,2.107370377E0,-3.699075460E0
6.042205493E1,1.328330874E0,2.200446129E0,-3.878401995E0
6.042684737E1,1.604036212E0,2.252861023E0,-4.000330925E0
6.043163977E1,1.871531487E0,2.360211372E0,-3.985398531E0
6.043643222E1,2.180752039E0,2.431581497E0,-3.914758682E0
6.044122461E1,2.402193546E0,2.464575768E0,-3.790975571E0
6.044601701E1,2.652654648E0,2.540431976E0,-3.631378651E0
6.045080946E1,2.817011833E0,2.730725288E0,-3.396032333E0
6.045560185E1,2.875875473E0,3.111723900E0,-3.128628969E0
6.046039430E1,2.826776981E0,3.730962753E0,-2.723775625E0
6.046518670E1,2.803893089E0,4.334877014E0,-2.096882343E0
6.046997909E1,2.704981804E0,4.715682030E0,-1.340393782E0
6.047477154E1,2.630959272E0,4.811594963E0,-6.909292936E-1
6.047956394E1,2.546241283E0,4.527397156E0,-5.725929737E-1
6.048435638E1,2.388711452E0,4.021216393E0,-8.724648952E-1
6.048914878E1,2.184575319E0,3.429438591E0,-1.391437769E0
6.049394118E1,1.954978466E0,3.101002693E0,-1.611160159E0
6.049873362E1,1.797851443E0,3.026039124E0,-1.377996206E0
6.050352602E1,1.670409799E0,3.080068588E0,-6.526954174E-1
6.050831847E1,1.546720147E0,3.217652321E0,5.179188251E-1
6.051311086E1,1.286281943E0,3.338438988E0,2.026775122E0
6.051790331E1,1.138270497E0,3.397113800E0,3.230597258E0
6.052269571E1,1.033733010E0,3.269491196E0,3.982808352E0
6.052748810E1,7.693760395E-1,3.151668549E0,4.447223663E0
6.053228055E1,5.410568118E-1,3.210787773E0,4.773201942E0
6.053707295E1,3.796124458E-1,3.432211876E0,4.988912582E0
6.054186540E1,2.538767457E-1,3.557623863E0,5.257082462E0
6.054665779E1,1.806272864E-1,3.513080597E0,5.401106834E0
6.055145019E1,1.287460327E-1,3.155417442E0,5.349761963E0
6.055624263E1,-4.644513130E-3,2.578227043E0,5.125015259E0
6.056103503E1,-1.739526987E-1,1.841539383E0,4.884831429E0
6.056582748E1,-3.097168207E-1,1.158256531E0,4.653118134E0
6.057061987E1,-5.050683022E-1,7.362480164E-1,4.465879917E0
6.057541227E1,-6.859126091E-1,4.986963272E-1,4.303874016E0
6.058020472E1,-8.400896788E-1,4.406070709E-1,4.181269646E0
6.058499711E1,-8.335522413E-1,5.426530838E-1,4.052524090E0
6.058978956E1,-7.977610826E-1,6.971101761E-1,3.817277908E0
6.059458196E1,-7.448458672E-1,9.779882431E-1,3.513997555E0
6.059937435E1,-6.270158291E-1,1.196342468E0,3.193084240E0
6.060416680E1,-5.112203360E-1,1.380950928E0,2.924147367E0
6.060895920E1,-4.022022486E-1,1.522315979E0,2.683425426E0
6.061375164E1,-3.120779991E-1,1.656332970E0,2.406546116E0
6.061854404E1,-2.624170780E-1,1.744772911E0,2.155815840E0
6.062333644E1,-2.798188925E-1,1.790055275E0,1.933762074E0
6.062812888E1,-2.282258272E-1,1.799401283E0,1.764619827E0
6.063292128E1,-1.819067001E-1,1.837376595E0,1.605357885E0
6.063771373E1,-1.409060955E-1,1.841812134E0,1.453670502E0
6.064250612E1,-1.339871883E-1,1.839014053E0,1.326090336E0
6.064729852E1,-1.062424183E-1,1.785936356E0,1.172007442E0
6.065209097E1,-1.316915751E-1,1.677866936E0,1.089315653E0
6.065688336E1,-1.193726063E-1,1.471870422E0,1.066037178E0
6.066167581E1,-1.458576918E-1,1.213505745E0,1.076273322E0
6.066646821E1,-6.751239300E-2,9.124326706E-1,1.062835336E0
6.067126060E1,-1.582658291E-2,6.141042709E-1,1.006412268E0
6.067605305E1,7.839500904E-2,3.830118179E-1,9.163569808E-1
6.068084545E1,1.672491431E-1,1.377973557E-1,9.047965407E-1
6.068563790E1,2.938175201E-1,-1.310977936E-1,8.661311865E-1
6.069043029E1,3.768852353E-1,-4.260358810E-1,8.814718723E-1
6.069522274E1,4.499510527E-1,-6.729049683E-1,8.789423108E-1
6.070001513E1,4.772509933E-1,-9.076061249E-1,8.871897459E-1
6.070480753E1,5.019934177E-1,-1.130135536E0,8.728257418E-1
6.070959998E1,5.577156544E-1,-1.342885971E0,8.167856932E-1
6.071439237E1,6.014869213E-1,-1.567348480E0,7.193346024E-1
6.071918482E1,6.095993519E-1,-1.765236855E0,6.047036052E-1
6.072397722E1,6.155859232E-1,-1.984353065E0,4.948213398E-1
6.072876961E1,6.028043032E-1,-2.181623459E0,4.020084143E-1
6.073356206E1,6.143206358E-1,-2.371396542E0,3.074181378E-1
6.073835446E1,5.951343179E-1,-2.570405006E0,2.398541570E-1
6.074314690E1,6.002609730E-1,-2.749959469E0,2.088846564E-1
6.074793930E1,5.817781687E-1,-2.850345612E0,2.360033691E-1
6.075273170E1,5.780299902E-1,-3.019829750E0,2.829007208E-1
6.075752415E1,6.296713352E-1,-3.129278660E0,3.494118154E-1
6.076231654E1,6.385439634E-1,-3.126209736E0,4.282156825E-1
6.076710899E1,7.025631666E-1,-3.082474232E0,4.595034420E-1
6.077190138E1,7.619510889E-1,-2.998121738E0,5.173504949E-1
6.077669383E1,8.573195338E-1,-2.930571556E0,5.370433927E-1
6.078148623E1,9.886848927E-1,-2.886979103E0,5.112537742E-1
6.078627862E1,1.043772340E0,-2.876882553E0,4.947074354E-1
6.079107107E1,1.063404918E0,-2.909799576E0,4.729149938E-1
6.079586347E1,1.004557252E0,-2.964176178E0,5.007813573E-1
6.080065586E1,9.867925048E-1,-2.963513851E0,5.137106180E-1
6.080544831E1,9.670189619E-1,-2.929374695E0,5.335320830E-1
6.081024071E1,9.573068619E-1,-2.933481216E0,5.220465660E-1
6.081503316E1,9.097886086E-1,-2.913662434E0,4.696436822E-1
6.081982555E1,8.698746562E-1,-2.946425915E0,3.930926323E-1
6.082461800E1,8.328133821E-1,-2.995856762E0,3.210680187E-1
6.082941040E1,7.626767159E-1,-3.035647392E0,2.416976392E-1
6.083420279E1,6.737851501E-1,-3.094494820E0,1.358592808E-1
6.083899524E1,5.684120059E-1,-3.083957195E0,7.053896785E-2
6.084378763E1,5.205958486E-1,-3.073426723E0,6.015342474E-2
6.084858008E1,4.872525334E-1,-3.091586113E0,3.998526931E-2
6.085337248E1,4.252596200E-1,-3.112113953E0,-1.814961433E-3
6.085816487E1,3.442331254E-1,-3.113492966E0,-5.433350801E-3
6.086295732E1,2.776744068E-1,-3.129204750E0,-1.872870326E-2
6.086774972E1,2.065098286E-1,-3.125776291E0,-3.945243359E-2
6.087254217E1,1.401695013E-1,-3.096075535E0,-7.011449337E-2
6.087733456E1,7.384949923E-2,-3.078367233E0,-9.385195374E-2
6.088212696E1,4.110091925E-2,-3.036778927E0,-9.620916843E-2
6.088691940E1,-1.550388336E-2,-3.009574413E0,-1.584388614E-1
6.089171180E1,-8.398073912E-2,-2.972841263E0,-2.422413230E-1
6.089650425E1,-1.212085485E-1,-2.926581383E0,-3.117246628E-1
6.090129664E1,-1.534863114E-1,-2.877972126E0,-4.050612450E-1
6.090608904E1,-1.998546720E-1,-2.817448139E0,-5.149675608E-1
6.091088149E1,-2.435739040E-1,-2.725911617E0,-6.607006788E-1
6.091567388E1,-2.415850759E-1,-2.572325230E0,-8.349372745E-1
6.092046633E1,-2.680697441E-1,-2.375889778E0,-9.443844557E-1
